0.000000 0.000000 0.000000
0.000099 0.000091 0.000101
0.000394 0.000367 0.000400
0.000880 0.000830 0.000898
0.001557 0.001475 0.001590
0.002417 0.002297 0.002476
0.003461 0.003303 0.003548
0.004692 0.004490 0.004802
0.006109 0.005850 0.006239
0.007706 0.007392 0.007860
0.009482 0.009107 0.009648
0.011455 0.010984 0.011613
0.013617 0.013019 0.013741
0.015935 0.015214 0.016039
0.018442 0.017583 0.018503
0.021134 0.020123 0.021146
0.023970 0.022811 0.023982
0.026968 0.025672 0.026995
0.030138 0.028718 0.030190
0.033483 0.031911 0.033567
0.037010 0.035254 0.037117
0.040701 0.038759 0.040816
0.044582 0.042408 0.044679
0.048606 0.046198 0.048709
0.052793 0.050127 0.052909
0.057135 0.054205 0.057245
0.061644 0.058448 0.061735
0.066325 0.062823 0.066386
0.071158 0.067370 0.071193
0.076118 0.072062 0.076145
0.081214 0.076880 0.081266
0.086518 0.081839 0.086558
0.091987 0.086919 0.091986
0.097550 0.092153 0.097582
0.103263 0.097536 0.103283
0.109099 0.103032 0.109138
0.115046 0.108639 0.115127
0.121144 0.114338 0.121259
0.127349 0.120143 0.127518
0.133662 0.126059 0.133900
0.140102 0.132132 0.140456
0.146708 0.138334 0.147169
0.153447 0.144711 0.154020
0.160327 0.151257 0.161006
0.167390 0.158004 0.168209
0.174563 0.164852 0.175503
0.181848 0.171845 0.182979
0.189245 0.178947 0.190595
0.196751 0.186223 0.198307
0.204373 0.193639 0.206196
0.212133 0.201192 0.214163
0.219977 0.208854 0.222243
0.227922 0.216524 0.230512
0.235984 0.224304 0.238945
0.244112 0.232225 0.247481
0.252360 0.240272 0.256174
0.260706 0.248443 0.264988
0.269180 0.256724 0.273915
0.277697 0.265169 0.283005
0.286285 0.273714 0.292227
0.294988 0.282372 0.301602
0.303768 0.291151 0.311072
0.312637 0.300064 0.320656
0.321611 0.309122 0.330375
0.330671 0.318201 0.340211
0.339871 0.327359 0.350183
0.349219 0.336514 0.360262
0.358585 0.345759 0.370475
0.367932 0.355037 0.380843
0.377400 0.364438 0.391309
0.386923 0.373930 0.401909
0.396542 0.383553 0.412578
0.406263 0.393276 0.423292
0.416078 0.403127 0.434125
0.426081 0.413082 0.445031
0.436179 0.423066 0.456072
0.446382 0.433130 0.467295
0.456677 0.443315 0.478689
0.467079 0.453611 0.490175
0.477545 0.464056 0.501667
0.488205 0.474599 0.513358
0.498956 0.485218 0.525168
0.509806 0.495902 0.537027
0.520753 0.506695 0.549088
0.531783 0.517547 0.561236
0.542923 0.528509 0.573321
0.554129 0.539415 0.585509
0.565446 0.550379 0.597849
0.576831 0.561414 0.610393
0.588311 0.572421 0.623005
0.599912 0.583585 0.635760
0.611577 0.594800 0.648704
0.623375 0.606139 0.661720
0.635287 0.617532 0.674811
0.647369 0.628993 0.688074
0.659445 0.640584 0.701362
0.671481 0.652245 0.714827
0.683586 0.663876 0.728408
0.695742 0.675683 0.741997
0.707989 0.687476 0.755544
0.720298 0.699372 0.769138
0.732697 0.711335 0.782834
0.745191 0.723376 0.796611
0.757823 0.735541 0.810534
0.770557 0.747693 0.824615
0.783440 0.759927 0.838702
0.796376 0.772263 0.852891
0.809455 0.784664 0.867028
0.822657 0.797065 0.881261
0.835944 0.809463 0.895458
0.849393 0.821810 0.909866
0.862886 0.834262 0.924382
0.876517 0.846692 0.938961
0.890204 0.859064 0.953781
0.903899 0.871462 0.968607
0.917770 0.883890 0.983531
0.931666 0.896337 0.998604
0.945549 0.908840 1.013743
0.959594 0.921237 1.028946
0.973623 0.933635 1.044132
0.987735 0.946034 1.059385
1.001922 0.958458 1.074728
1.016138 0.970951 1.090180
1.030355 0.983545 1.105691
1.044603 0.996219 1.121262
1.058820 1.009132 1.136951
1.073318 1.022142 1.152652
1.087978 1.035256 1.168359
1.102676 1.048371 1.184073
1.117451 1.061650 1.199728
1.132215 1.074964 1.215522
1.147040 1.088292 1.231282
1.161845 1.101773 1.247215
1.176710 1.115373 1.263138
1.191656 1.129118 1.279161
1.206681 1.142980 1.295325
1.221657 1.156913 1.311420
1.236698 1.170899 1.327619
1.251968 1.185155 1.343915
1.267276 1.199414 1.360136
1.282654 1.213772 1.376439
1.298190 1.228125 1.392830
1.313899 1.242485 1.409315
1.329696 1.257096 1.425977
1.345539 1.271754 1.442502
1.361423 1.286540 1.459047
1.377336 1.301303 1.475517
1.393390 1.316080 1.492006
1.409607 1.330822 1.508742
1.425972 1.345674 1.525545
1.442302 1.360706 1.542468
1.458629 1.375746 1.559349
1.474999 1.390930 1.576153
1.491370 1.406063 1.592963
1.507878 1.421321 1.609863
1.524613 1.436604 1.626794
1.541310 1.451872 1.643915
1.558096 1.467244 1.660984
1.574988 1.482757 1.678331
1.591845 1.498222 1.695737
1.608626 1.513737 1.713171
1.625716 1.529162 1.730676
1.642792 1.544658 1.748403
1.659837 1.560207 1.766283
1.676772 1.575707 1.784266
1.693597 1.591112 1.802245
1.710528 1.606535 1.820234
1.727341 1.622118 1.838390
