0.000000 0.000000 0.000000
0.000098 0.000100 0.000101
0.000391 0.000397 0.000402
0.000875 0.000890 0.000901
0.001550 0.001576 0.001597
0.002413 0.002454 0.002486
0.003463 0.003522 0.003568
0.004698 0.004778 0.004840
0.006115 0.006219 0.006300
0.007713 0.007845 0.007947
0.009489 0.009652 0.009779
0.011443 0.011640 0.011794
0.013573 0.013807 0.013990
0.015876 0.016151 0.016365
0.018350 0.018669 0.018917
0.020994 0.021361 0.021645
0.023807 0.024224 0.024548
0.026787 0.027257 0.027623
0.029931 0.030459 0.030868
0.033239 0.033827 0.034282
0.036708 0.037359 0.037863
0.040336 0.041053 0.041609
0.044122 0.044910 0.045520
0.048066 0.048927 0.049593
0.052165 0.053102 0.053826
0.056416 0.057432 0.058221
0.060820 0.061919 0.062770
0.065377 0.066560 0.067477
0.070077 0.071351 0.072337
0.074927 0.076294 0.077349
0.079924 0.081384 0.082514
0.085061 0.086621 0.087828
0.090347 0.092005 0.093291
0.095773 0.097536 0.098902
0.101338 0.103209 0.104656
0.107041 0.109023 0.110558
0.112882 0.114977 0.116602
0.118861 0.121073 0.122785
0.124972 0.127302 0.129110
0.131216 0.133669 0.135571
0.137593 0.140174 0.142167
0.144101 0.146805 0.148904
0.150733 0.153572 0.155766
0.157495 0.160471 0.162770
0.164394 0.167495 0.169905
0.171407 0.174651 0.177167
0.178548 0.181932 0.184560
0.185813 0.189339 0.192086
0.193198 0.196874 0.199736
0.200704 0.204534 0.207505
0.208326 0.212315 0.215402
0.216070 0.220214 0.223429
0.223930 0.228234 0.231571
0.231914 0.236372 0.239837
0.240008 0.244624 0.248226
0.248211 0.252991 0.256723
0.256532 0.261476 0.265339
0.264957 0.270073 0.274078
0.273499 0.278785 0.282924
0.282142 0.287598 0.291882
0.290894 0.296530 0.300952
0.299762 0.305567 0.310148
0.308726 0.314719 0.319441
0.317801 0.323966 0.328846
0.326972 0.333320 0.338366
0.336255 0.342779 0.347978
0.345632 0.352349 0.357712
0.355122 0.362011 0.367540
0.364705 0.371787 0.377483
0.374374 0.381661 0.387523
0.384151 0.391628 0.397670
0.394026 0.401688 0.407910
0.403998 0.411854 0.418254
0.414069 0.422106 0.428694
0.424231 0.432463 0.439228
0.434489 0.442900 0.449870
0.444829 0.453448 0.460600
0.455272 0.464081 0.471431
0.465794 0.474811 0.482351
0.476414 0.485623 0.493374
0.487113 0.496527 0.504481
